time,ne_win_prob
2017-02-05T23:20:08Z,0.569805194805195
2017-02-05T23:20:23Z,0.569805194805195
2017-02-05T23:20:39Z,0.569805194805195
2017-02-05T23:20:54Z,0.569805194805195
2017-02-05T23:21:09Z,0.569805194805195
2017-02-05T23:21:24Z,0.569805194805195
2017-02-05T23:21:40Z,0.569805194805195
2017-02-05T23:21:55Z,0.569805194805195
2017-02-05T23:22:10Z,0.569805194805195
2017-02-05T23:22:25Z,0.569805194805195
2017-02-05T23:22:41Z,0.569805194805195
2017-02-05T23:22:56Z,0.569805194805195
2017-02-05T23:23:11Z,0.569805194805195
2017-02-05T23:23:27Z,0.569805194805195
2017-02-05T23:23:42Z,0.569805194805195
2017-02-05T23:23:57Z,0.569805194805195
2017-02-05T23:24:12Z,0.569805194805195
2017-02-05T23:24:28Z,0.569805194805195
2017-02-05T23:24:43Z,0.569805194805195
2017-02-05T23:24:58Z,0.569805194805195
2017-02-05T23:25:14Z,0.569805194805195
2017-02-05T23:25:29Z,0.569805194805195
2017-02-05T23:25:44Z,0.569805194805195
2017-02-05T23:25:59Z,0.573070607553366
2017-02-05T23:26:15Z,0.573070607553366
2017-02-05T23:26:30Z,0.573070607553366
2017-02-05T23:26:45Z,0.573070607553366
2017-02-05T23:27:00Z,0.573070607553366
2017-02-05T23:27:16Z,0.573070607553366
2017-02-05T23:27:31Z,0.573070607553366
2017-02-05T23:27:46Z,0.573070607553366
2017-02-05T23:28:01Z,0.573070607553366
2017-02-05T23:28:17Z,0.573070607553366
2017-02-05T23:28:32Z,0.573070607553366
2017-02-05T23:28:47Z,0.573070607553366
2017-02-05T23:29:02Z,0.573070607553366
2017-02-05T23:29:18Z,0.573070607553366
2017-02-05T23:29:33Z,0.573070607553366
2017-02-05T23:29:48Z,0.569805194805195
2017-02-05T23:30:03Z,0.569805194805195
2017-02-05T23:30:19Z,0.569805194805195
2017-02-05T23:30:34Z,0.569805194805195
2017-02-05T23:30:49Z,0.569805194805195
2017-02-05T23:31:05Z,0.573070607553366
2017-02-05T23:31:20Z,0.569805194805195
2017-02-05T23:31:35Z,0.569805194805195
2017-02-05T23:31:50Z,0.573070607553366
