"date","team.type","team","ML","opp","prob.open","prob.tobeat","prob.sim","units","towin","won","profit","profit.cum","prob.close","delta.price","delta.cumsum"
4072017,"Home","Rockies",130,"Dodgers",0.426322306739784,0.434782608695652,0.500692307692308,1,1.3,TRUE,1.3,4.112,0.416666666666667,-0.0181159420289855,0.114162874274295
4072017,"Home","Padres",107,"Giants",0.473559589581689,0.483091787439614,0.564307692307692,1,1.07,TRUE,1.07,5.182,0.5260663507109,0.042974563271287,0.157137437545582
4072017,"Home","Orioles",-115,"Yankees",0.524231024562956,0.534883720930233,0.560230769230769,0.681,0.592,TRUE,0.592,5.774,0.509803921568627,-0.0250797993616051,0.132057638183976
4072017,"Home","Mets",-126,"Marlins",0.546330496226112,0.557522123893805,0.565,0.211,0.167,FALSE,-0.211,5.563,0.492610837438424,-0.0649112864553816,0.0671463517285948
4072017,"Away","Athletics",133,"Rangers",0.421038100496963,0.429184549356223,0.448615384615385,0.426,0.567,FALSE,-0.426,5.137,0.420168067226891,-0.00901648212933243,0.0581298695992624
4072017,"Home","White Sox",-113,"Twins",0.519751082251082,0.530516431924883,0.536846153846154,0.169,0.15,FALSE,-0.169,4.968,0.5260663507109,-0.00445008121398216,0.0536797883852803
4072017,"Home","Brewers",151,"Cubs",0.390740631105322,0.398406374501992,0.431076923076923,0.679,1.025,TRUE,1.025,5.993,0.387596899224806,-0.0108094752771858,0.0428703131080945
4072017,"Away","Reds",161,"Cardinals",0.375811411001025,0.383141762452107,0.401538461538462,0.373,0.601,TRUE,0.601,6.594,0.395256916996047,0.0121151545439401,0.0549854676520346
4072017,"Home","Diamondbacks",143,"Indians",0.403704583234386,0.411522633744856,0.494384615384615,1,1.43,TRUE,1.43,8.024,0.446428571428571,0.0349059376837155,0.0898914053357501
4072017,"Away","Mariners",113,"Angels",0.460714730419624,0.469483568075117,0.473153846153846,0.086,0.097,FALSE,-0.086,7.938,0.458715596330275,-0.0107679717448421,0.079123433590908
4082017,"Home","Tigers",-107,"Red Sox",0.507073136228604,0.516908212560386,0.58115,1,0.935,TRUE,0.935,8.873,0.539170506912442,0.022262294352056,0.101385727942964
4082017,"Home","White Sox",-115,"Twins",0.524231024562956,0.534883720930233,0.5442,0.25,0.217,TRUE,0.217,9.09,0.545454545454545,0.0105708245243129,0.111956552467277
4082017,"Home","Orioles",-112,"Yankees",0.518706865237922,0.528301886792453,0.5606,0.856,0.764,TRUE,0.764,9.854,0.537037037037037,0.00873515024458427,0.120691702711861
4082017,"Away","Blue Jays",115,"Rays",0.456583774969425,0.465116279069767,0.470692307692308,0.13,0.15,FALSE,-0.13,9.724,0.485436893203884,0.0203206141341161,0.141012316845977
4082017,"Away","Braves",125,"Pirates",0.436194895591647,0.444444444444444,0.481538461538462,0.835,1.044,FALSE,-0.835,8.889,0.411522633744856,-0.0329218106995884,0.108090506146389
4082017,"Home","Phillies",-111,"Nationals",0.516421057456512,0.5260663507109,0.555307692307692,0.771,0.695,TRUE,0.695,9.584,0.5260663507109,0,0.108090506146389
4082017,"Home","Mets",-125,"Marlins",0.544303797468354,0.555555555555556,0.560846153846154,0.149,0.119,FALSE,-0.149,9.435,0.539170506912442,-0.0163850486431132,0.0917054575032755
4082017,"Home","Astros",-173,"Royals",0.621395980972721,0.633699633699634,0.661461538461538,0.947,0.547,FALSE,-0.947,8.488,0.635036496350365,0.0013368626507313,0.0930423201540068
4082017,"Home","Brewers",164,"Cubs",0.37169750775484,0.378787878787879,0.430846153846154,1,1.64,FALSE,-1,7.488,0.318471337579618,-0.060316541208261,0.0327257789457459
4082017,"Away","Athletics",164,"Rangers",0.37169750775484,0.378787878787879,0.406692307692308,0.561,0.92,TRUE,0.92,8.408,0.398406374501992,0.0196184957141132,0.0523442746598591
4082017,"Away","Indians",-102,"Diamondbacks",0.495285687346785,0.504950495049505,0.518615384615385,0.345,0.338,FALSE,-0.345,8.063,0.516908212560386,0.0119577175108815,0.0643019921707406
4082017,"Home","Rockies",182,"Dodgers",0.347601664767839,0.354609929078014,0.423461538461538,1,1.82,TRUE,1.82,9.883,0.346020761245675,-0.00858916783233948,0.0557128243384011
4082017,"Home","Padres",192,"Giants",0.33578856152513,0.342465753424658,0.464846153846154,1,1.92,TRUE,1.92,11.803,0.350877192982456,0.00841143955779861,0.0641242638961997
4082017,"Home","Angels",108,"Mariners",0.471370231992354,0.480769230769231,0.496615384615385,0.381,0.411,TRUE,0.411,12.214,0.458715596330275,-0.0220536344389555,0.0420706294572442
4092017,"Home","Rays",102,"Blue Jays",0.48588616381305,0.495049504950495,0.536666666666667,1,1.02,TRUE,1.02,13.234,0.495049504950495,0,0.0420706294572442
4092017,"Home","Tigers",120,"Red Sox",0.445736434108527,0.454545454545455,0.51875,1,1.2,FALSE,-1,12.234,0.532710280373832,0.0781648258283772,0.120235455285621
4092017,"Home","Phillies",158,"Nationals",0.380015647703141,0.387596899224806,0.395083333333333,0.153,0.242,TRUE,0.242,12.476,0.390625,0.00302810077519378,0.123263556060815
4092017,"Away","Braves",130,"Pirates",0.426322306739784,0.434782608695652,0.479,0.978,1.271,FALSE,-0.978,11.498,0.454545454545455,0.0197628458498024,0.143026401910617
4092017,"Home","Orioles",-104,"Yankees",0.5,0.509803921568627,0.584666666666667,1,0.962,FALSE,-1,10.498,0.54337899543379,0.0335750738651626,0.17660147577578
4092017,"Home","White Sox",-120,"Twins",0.535080304311074,0.545454545454545,0.545583333333333,0.004,0.003,FALSE,-0.004,10.494,0.559471365638767,0.0140168201842211,0.190618295960001
4092017,"Home","Brewers",174,"Cubs",0.357759684184555,0.364963503649635,0.392833333333333,0.549,0.955,FALSE,-0.549,9.945,0.390625,0.025661496350365,0.216279792310366
4092017,"Away","Reds",190,"Cardinals",0.33801580333626,0.344827586206897,0.377583333333333,0.625,1.188,TRUE,1.188,11.133,0.377358490566038,0.0325309043591412,0.248810696669507
4092017,"Away","Athletics",111,"Rangers",0.464919695688926,0.4739336492891,0.535083333333333,1,1.11,FALSE,-1,10.133,0.54954954954955,0.0756159002604501,0.324426596929957
4092017,"Home","Rockies",104,"Dodgers",0.480248917748918,0.490196078431373,0.493416666666667,0.079,0.082,FALSE,-0.079,10.054,0.485436893203884,-0.00475918522748903,0.319667411702468
4092017,"Home","Diamondbacks",142,"Indians",0.405310525307972,0.413223140495868,0.42425,0.235,0.334,TRUE,0.334,10.388,0.383141762452107,-0.0300813780437605,0.289586033658708
4092017,"Home","Padres",138,"Giants",0.411861614497529,0.420168067226891,0.475083333333333,1,1.38,FALSE,-1,9.388,0.409836065573771,-0.0103320016531203,0.279254032005588
4092017,"Home","Mets",-182,"Marlins",0.632783811235253,0.645390070921986,0.65225,0.242,0.133,TRUE,0.133,9.521,0.645390070921986,0,0.279254032005588
4102017,"Away","Rays",129,"Yankees",0.428112736353907,0.436681222707424,0.45352,0.374,0.482,FALSE,-0.374,9.147,0.45662100456621,0.0199397818587864,0.299193813864374
4102017,"Home","Tigers",-108,"Red Sox",0.509433962264151,0.519230769230769,0.57632,1,0.926,TRUE,0.926,10.073,0.502487562189055,-0.0167432070417145,0.28245060682266
4102017,"Away","Athletics",106,"Royals",0.475768975437044,0.485436893203884,0.49744,0.292,0.31,TRUE,0.31,10.383,0.495049504950495,0.00961261174661154,0.292063218569271
4102017,"Away","Astros",119,"Mariners",0.447694082227131,0.45662100456621,0.50504,1,1.19,FALSE,-1,9.383,0.452488687782805,-0.00413231678340459,0.287930901785866
4102017,"Home","Pirates",-140,"Reds",0.571887263646093,0.583333333333333,0.584,0.02,0.014,FALSE,-0.02,9.363,0.572649572649573,-0.0106837606837608,0.277247141102106
4102017,"Away","Mets",-138,"Phillies",0.568261800239451,0.579831932773109,0.598,0.54,0.391,TRUE,0.391,9.754,0.590163934426229,0.0103320016531202,0.287579142755226
4102017,"Away","Cardinals",120,"Nationals",0.445736434108527,0.454545454545455,0.48216,0.633,0.76,FALSE,-0.633,9.121,0.4739336492891,0.019388194743645,0.306967337498871
4102017,"Away","Dodgers",137,"Cubs",0.413531961536545,0.421940928270042,0.47056,1,1.37,FALSE,-1,8.121,0.425531914893617,0.00359098662357482,0.310558324122446
4102017,"Away","Padres",156,"Rockies",0.382870107770845,0.390625,0.43472,0.905,1.412,TRUE,1.412,9.533,0.378787878787879,-0.0118371212121212,0.298721202910325
4112017,"Home","Tigers",-143,"Twins",0.57721483749739,0.588477366255144,0.61656,0.853,0.597,TRUE,0.597,10.13,0.570815450643777,-0.0176619156113672,0.281059287298957
4112017,"Home","Indians",-226,"White Sox",0.67962577145328,0.693251533742331,0.69648,0.132,0.058,TRUE,0.058,10.188,0.746192893401015,0.052941359658684,0.334000646957641
4112017,"Away","Reds",169,"Pirates",0.364588682345692,0.371747211895911,0.41232,0.807,1.364,TRUE,1.364,11.552,0.383141762452107,0.0113945505561965,0.345395197513838
4112017,"Away","Mets",-131,"Phillies",0.556204491748478,0.567099567099567,0.57792,0.312,0.238,TRUE,0.238,11.79,0.591836734693878,0.0247371675943104,0.370132365108148
4112017,"Away","Brewers",176,"Blue Jays",0.355265719291415,0.36231884057971,0.40208,0.779,1.371,TRUE,1.371,13.161,0.390625,0.0283061594202899,0.398438524528438
4112017,"Away","Braves",120,"Marlins",0.445736434108527,0.454545454545455,0.46272,0.187,0.224,FALSE,-0.187,12.974,0.452488687782805,-0.0020567667626491,0.396381757765789
4112017,"Away","Orioles",114,"Red Sox",0.458640121755584,0.467289719626168,0.46944,0.05,0.057,FALSE,-0.05,12.924,0.478468899521531,0.0111791798953629,0.407560937661152
4112017,"Home","Angels",-110,"Rangers",0.514113836186951,0.523809523809524,0.58312,1,0.909,TRUE,0.909,13.833,0.534883720930233,0.0110741971207087,0.418635134781861
4112017,"Home","Mariners",112,"Astros",0.462807840509298,0.471698113207547,0.48376,0.285,0.319,FALSE,-0.285,13.548,0.460829493087558,-0.0108686201199896,0.407766514661871
4112017,"Away","Diamondbacks",117,"Giants",0.451660399132494,0.460829493087558,0.4832,0.519,0.607,TRUE,0.607,14.155,0.490196078431373,0.0293665853438149,0.437133100005686
4122017,"Home","Yankees",-108,"Rays",0.509433962264151,0.519230769230769,0.55672,0.975,0.903,TRUE,0.903,15.058,0.555555555555556,0.0363247863247863,0.473457886330472
4122017,"Away","Padres",127,"Rockies",0.431738199760549,0.440528634361233,0.47864,0.852,1.082,TRUE,1.082,16.14,0.4149377593361,-0.0255908750251339,0.447867011305338
4122017,"Away","Cardinals",179,"Nationals",0.351588105595614,0.3584229390681,0.38544,0.526,0.942,TRUE,0.942,17.082,0.378787878787879,0.0203649397197784,0.468231951025117
4122017,"Away","White Sox",210,"Indians",0.316395014381592,0.32258064516129,0.3584,0.661,1.388,TRUE,1.388,18.47,0.297619047619048,-0.0249615975422427,0.443270353482874
4122017,"Away","Reds",146,"Pirates",0.398375734457194,0.40650406504065,0.44344,0.778,1.136,TRUE,1.136,19.606,0.420168067226891,0.0136640021862404,0.456934355669115
4122017,"Away","Mets",104,"Phillies",0.480248917748918,0.490196078431373,0.58112,1,1.04,TRUE,1.04,20.646,0.480769230769231,-0.00942684766214175,0.447507508006973
4122017,"Home","Blue Jays",-185,"Brewers",0.636711281070746,0.649122807017544,0.69368,1,0.541,FALSE,-1,19.646,0.680511182108626,0.0313883750910823,0.478895883098055
4122017,"Away","Braves",112,"Marlins",0.462807840509298,0.471698113207547,0.51976,1,1.12,TRUE,1.12,20.766,0.5,0.0283018867924528,0.507197769890508
4122017,"Away","Orioles",126,"Red Sox",0.433573597746149,0.442477876106195,0.518,1,1.26,TRUE,1.26,22.026,0.440528634361233,-0.00194924174496125,0.505248528145547
4122017,"Away","Dodgers",126,"Cubs",0.433573597746149,0.442477876106195,0.45272,0.23,0.29,TRUE,0.29,22.316,0.4739336492891,0.0314557731829048,0.536704301328451
4122017,"Home","Angels",-126,"Rangers",0.546330496226112,0.557522123893805,0.56816,0.301,0.239,FALSE,-0.301,22.015,0.5850622406639,0.0275401167700952,0.564244418098547
4122017,"Home","Mariners",106,"Astros",0.475768975437044,0.485436893203884,0.50672,0.517,0.548,FALSE,-0.517,21.498,0.476190476190476,-0.00924641701340734,0.554998001085139
4122017,"Home","Giants",-110,"Diamondbacks",0.514113836186951,0.523809523809524,0.53632,0.328,0.298,TRUE,0.298,21.796,0.5260663507109,0.00225682690137663,0.557254827986516
4132017,"Away","Rockies",144,"Giants",0.40211108318673,0.409836065573771,0.44112,0.663,0.955,TRUE,0.955,22.751,0.395256916996047,-0.0145791485777231,0.542675679408793
4132017,"Away","Athletics",125,"Royals",0.436194895591647,0.444444444444444,0.49864,1,1.25,FALSE,-1,21.751,0.444444444444444,0,0.542675679408793
4132017,"Away","Mets",119,"Marlins",0.447694082227131,0.45662100456621,0.52104,1,1.19,TRUE,1.19,22.941,0.45662100456621,0,0.542675679408793
4132017,"Home","Tigers",-128,"Twins",0.550331334805933,0.56140350877193,0.56544,0.115,0.09,FALSE,-0.115,22.826,0.56140350877193,0,0.542675679408793
4132017,"Away","Pirates",155,"Red Sox",0.38483630097645,0.392156862745098,0.45544,1,1.55,FALSE,-1,21.826,0.392156862745098,0,0.542675679408793
4132017,"Home","Angels",113,"Rangers",0.460714730419624,0.469483568075117,0.47848,0.212,0.24,FALSE,-0.212,21.614,0.469483568075117,0,0.542675679408793
4132017,"Away","White Sox",183,"Indians",0.346420323325635,0.353356890459364,0.36576,0.24,0.439,TRUE,0.439,22.053,0.353356890459364,0,0.542675679408793
4132017,"Away","Brewers",-113,"Reds",0.519751082251082,0.530516431924883,0.53344,0.078,0.069,TRUE,0.069,22.122,0.530516431924883,0,0.542675679408793
4142017,"Away","Pirates",166,"Cubs",0.368543923615665,0.37593984962406,0.402153846153846,0.525,0.871,TRUE,0.871,22.993,0.387596899224806,0.0116570496007461,0.554332729009539
4142017,"Away","Phillies",182,"Nationals",0.347984492503153,0.354609929078014,0.394153846153846,0.766,1.394,FALSE,-0.766,22.227,0.380228136882129,0.0256182078041151,0.579950936813654
4142017,"Away","Cardinals",126,"Yankees",0.433573597746149,0.442477876106195,0.463923076923077,0.481,0.606,FALSE,-0.481,21.746,0.458715596330275,0.0162377202240805,0.596188657037734
4142017,"Home","Blue Jays",-139,"Orioles",0.570082026190819,0.581589958158996,0.593,0.341,0.245,FALSE,-0.341,21.405,0.572649572649573,-0.00894038550942322,0.587248271528311
4142017,"Away","Tigers",140,"Indians",0.408560311284047,0.416666666666667,0.439615384615385,0.492,0.689,TRUE,0.689,22.094,0.4149377593361,-0.00172890733056708,0.585519364197744
4142017,"Away","Brewers",119,"Reds",0.447694082227131,0.45662100456621,0.471538461538462,0.343,0.408,TRUE,0.408,22.502,0.495049504950495,0.038428500384285,0.623947864582029
4142017,"Home","Marlins",130,"Mets",0.426322306739784,0.434782608695652,0.450538461538462,0.348,0.452,TRUE,0.452,22.954,0.411522633744856,-0.0232599749507962,0.600687889631233
4142017,"Away","Rays",115,"Red Sox",0.455696202531646,0.465116279069767,0.491384615384615,0.614,0.706,TRUE,0.706,23.66,0.462962962962963,-0.00215331610680447,0.598534573524429
4142017,"Away","Padres",136,"Braves",0.415215644253951,0.423728813559322,0.479,1,1.36,FALSE,-1,22.66,0.440528634361233,0.0167998208019114,0.61533439432634
4142017,"Away","Angels",140,"Royals",0.408560311284047,0.416666666666667,0.471692307692308,1,1.4,FALSE,-1,21.66,0.454545454545455,0.0378787878787878,0.653213182205128
4142017,"Home","Athletics",131,"Astros",0.4245465071401,0.432900432900433,0.486461538461538,1,1.31,FALSE,-1,20.66,0.476190476190476,0.0432900432900433,0.696503225495171
4142017,"Away","Diamondbacks",223,"Dodgers",0.303603643243719,0.309597523219814,0.317153846153846,0.137,0.306,FALSE,-0.137,20.523,0.304878048780488,-0.00471947443932647,0.691783751055845
4142017,"Away","Rangers",137,"Mariners",0.413531961536545,0.421940928270042,0.444692307692308,0.492,0.674,FALSE,-0.492,20.031,0.444444444444444,0.0225035161744022,0.714287267230247
4142017,"Away","Rockies",126,"Giants",0.434334511189635,0.442477876106195,0.467846153846154,0.569,0.717,FALSE,-0.569,19.462,0.432900432900433,-0.00957744320576182,0.704709824024485
4152017,"Away","Orioles",129,"Blue Jays",0.428112736353907,0.436681222707424,0.468118811881188,0.698,0.9,FALSE,-0.698,18.764,0.465116279069767,0.0284350563623438,0.733144880386829
4152017,"Away","Brewers",125,"Reds",0.436194895591647,0.444444444444444,0.513168316831683,1,1.25,FALSE,-1,17.764,0.504950495049505,0.0605060506050605,0.793650930991889
4152017,"Away","White Sox",120,"Twins",0.445736434108527,0.454545454545455,0.486732673267327,0.738,0.886,FALSE,-0.738,17.026,0.483091787439614,0.028546332894159,0.822197263886048
4152017,"Away","Pirates",228,"Cubs",0.299145299145299,0.304878048780488,0.378316831683168,1,2.28,TRUE,2.28,19.306,0.306748466257669,0.00187041747718092,0.824067681363229
4152017,"Away","Rays",179,"Red Sox",0.351588105595614,0.3584229390681,0.398316831683168,0.777,1.391,FALSE,-0.777,18.529,0.336700336700337,-0.0217226023677636,0.802345078995466
4152017,"Home","Indians",-145,"Tigers",0.580694848536711,0.591836734693878,0.595049504950495,0.098,0.068,TRUE,0.068,18.597,0.618320610687023,0.0264838759931454,0.828828954988611
4152017,"Away","Padres",111,"Braves",0.464919695688926,0.4739336492891,0.499207920792079,0.601,0.667,FALSE,-0.601,17.996,0.519230769230769,0.0452971199416697,0.874126074930281
4162017,"Home","Marlins",126,"Mets",0.433573597746149,0.442477876106195,0.449207920792079,0.151,0.19,TRUE,0.19,18.186,0.504950495049505,0.0624726189433102,0.936598693873591
4162017,"Away","Tigers",191,"Indians",0.33689857063422,0.343642611683849,0.368613861386139,0.476,0.909,TRUE,0.909,19.095,0.342465753424658,-0.00117685825919128,0.9354218356144
4162017,"Away","Padres",113,"Braves",0.460714730419624,0.469483568075117,0.493762376237624,0.572,0.646,FALSE,-0.572,18.523,0.465116279069767,-0.00436728900534994,0.93105454660905
4162017,"Away","Angels",-107,"Royals",0.507073136228604,0.516908212560386,0.548019801980198,0.805,0.752,FALSE,-0.805,17.718,0.495049504950495,-0.0218587076098914,0.909195838999158
4162017,"Away","Pirates",156,"Cubs",0.382870107770845,0.390625,0.412079207920792,0.44,0.686,TRUE,0.686,18.404,0.4,0.00937500000000002,0.918570838999158
4162017,"Away","White Sox",131,"Twins",0.4245465071401,0.432900432900433,0.48019801980198,1,1.31,TRUE,1.31,19.714,0.420168067226891,-0.0127323656735421,0.905838473325616
4162017,"Home","Dodgers",-180,"Diamondbacks",0.630118890356671,0.642857142857143,0.651683168316832,0.309,0.172,FALSE,-0.309,19.405,0.655172413793103,0.0123152709359605,0.918153744261577
4162017,"Home","Mariners",104,"Rangers",0.480248917748918,0.490196078431373,0.490792079207921,0.015,0.016,TRUE,0.016,19.421,0.504950495049505,0.0147544166181324,0.932908160879709
4162017,"Away","Cardinals",128,"Yankees",0.429917973809181,0.43859649122807,0.442376237623762,0.084,0.108,FALSE,-0.084,19.337,0.436681222707424,-0.00191526852064655,0.930992892359063
4172017,"Away","Rays",133,"Red Sox",0.421038100496963,0.429184549356223,0.456534653465346,0.599,0.797,FALSE,-0.599,18.738,0.460829493087558,0.0316449437313344,0.962637836090397
4172017,"Away","White Sox",133,"Yankees",0.421038100496963,0.429184549356223,0.431584158415842,0.053,0.07,FALSE,-0.053,18.685,0.398406374501992,-0.0307781748542312,0.931859661236166
4172017,"Home","Cardinals",-131,"Pirates",0.556204491748478,0.567099567099567,0.568712871287129,0.047,0.036,TRUE,0.036,18.721,0.530516431924883,-0.0365831351746845,0.895276526061481
4172017,"Home","Cubs",-180,"Brewers",0.630118890356671,0.642857142857143,0.660594059405941,0.621,0.345,FALSE,-0.621,18.1,0.662162162162162,0.0193050193050193,0.914581545366501
4172017,"Home","Astros",-131,"Angels",0.556204491748478,0.567099567099567,0.60019801980198,0.956,0.73,TRUE,0.73,18.83,0.606299212598425,0.0391996454988581,0.953781190865359
4172017,"Home","Twins",133,"Indians",0.421038100496963,0.429184549356223,0.455841584158416,0.584,0.777,FALSE,-0.584,18.246,0.436681222707424,0.00749667335120041,0.961277864216559
4172017,"Away","Diamondbacks",141,"Dodgers",0.406929052804272,0.4149377593361,0.442871287128713,0.597,0.842,TRUE,0.842,19.088,0.40650406504065,-0.00843369429544921,0.95284416992111
4172017,"Home","Mariners",-126,"Marlins",0.546330496226112,0.557522123893805,0.567227722772277,0.274,0.217,TRUE,0.217,19.305,0.570815450643777,0.0132933267499715,0.966137496671082
4182017,"Home","Blue Jays",-146,"Red Sox",0.582413851638092,0.59349593495935,0.602277227722772,0.27,0.185,FALSE,-0.27,19.035,0.642857142857143,0.0493612078977933,1.01549870456887
4182017,"Away","Orioles",-152,"Reds",0.591439688715953,0.603174603174603,0.623861386138614,0.652,0.429,FALSE,-0.652,18.383,0.604743083003953,0.00156847982934938,1.01706718439822
4182017,"Home","Rays",-111,"Tigers",0.516421057456512,0.5260663507109,0.533762376237624,0.203,0.183,TRUE,0.183,18.566,0.523809523809524,-0.00225682690137663,1.01481035749685
4182017,"Home","Mets",-156,"Phillies",0.59788891681327,0.609375,0.721782178217822,1,0.641,FALSE,-1,17.566,0.658703071672355,0.049328071672355,1.0641384291692
4182017,"Home","Braves",153,"Nationals",0.387766407183883,0.395256916996047,0.427029702970297,0.657,1.005,FALSE,-0.657,16.909,0.386100386100386,-0.00915653089566132,1.05498189827354
4182017,"Home","Twins",105,"Indians",0.477998659816842,0.48780487804878,0.48980198019802,0.049,0.051,FALSE,-0.049,16.86,0.476190476190476,-0.0116144018583043,1.04336749641524
4182017,"Home","Royals",-123,"Giants",0.541359878244416,0.551569506726457,0.572178217821782,0.574,0.467,FALSE,-0.574,16.286,0.530516431924883,-0.0210530748015748,1.02231442161366
4182017,"Home","Cardinals",-121,"Pirates",0.537192159490702,0.547511312217195,0.56039603960396,0.356,0.294,TRUE,0.294,16.58,0.579831932773109,0.0323206205559147,1.05463504216958
